# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,enotes,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,3111 Center Court Lane,,,,,119224,,10/5/2021,,Antelope,Plan Review Fee received 7/6/21 - JA,0,5/1/2024 1:39:35 PM,,"$401,393.34","$4,778,000.00",,,,"$4,200,000.00",34-H9,,,,,55/73973-00-001 & 55/7397,02,73973-48,Class 2,Center High School (center Joint Unified School District),"Construction of 1-Shop Building, 1-Shade Structure, 1-Classroom Building, 1-Site Improvement",School (K-12),,7/7/2021,,,,NA,,,95843,$0.00,$0.00,,,,119224,,34-H9,,34,34-H9,Center Joint Unified School District,02  119224,,"$5,179,393.34",0,0,Plan Review Fee received 7/6/21 - JA,02,Center High School (center Joint Unified School District),73973-48,0,3111 Center Court Lane,Center High School (center Joint Unified School District),"Construction of 1-Shop Building, 1-Shade Structure, 1-Classroom Building, 1-Site Improvement",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119224
0,3111 Center Cout Lane,,,,,119589,,4/4/2022,,Antelope,12/21/22 Original submittal date of 11/22/21 revised to 1/28/22 -JB,0,4/9/2024 9:33:25 AM,,"$39,702.80","$620,000.00",,,,"$315,000.00",34-H9,,,,,,02,73973-50,Class 3,Center High School (center Joint Unified School District),Alterations to 1-HVAC upgrade Building G,School (K-12),,11/22/2021,,,,NA,,,95843,$0.00,$0.00,,,,119589,,34-H9,1/28/2022,34,34-H9,Center Joint Unified School District,02  119589,,"$659,702.80",0,0,12/21/22 Original submittal date of 11/22/21 revised to 1/28/22 -JB,02,Center High School (center Joint Unified School District),73973-50,0,3111 Center Cout Lane,Center High School (center Joint Unified School District),Alterations to 1-HVAC upgrade Building G,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119589
0,3111 Center Court Ln.,,,,,115536,,3/15/2017,,Antelope,12/13/2016 Intake Review by SI/SSS.,0,4/23/2018 1:12:41 PM,,$0.00,"$20,000.00",,,,"$20,000.00",34-H9,,,,,,02,73973-28,Class 2,Center High School (center Joint Unified School District),Additions to 1-Cellular/Light Pole,School (K-12),,11/28/2016,,,,NA,,,95628,$0.00,$0.00,,,,115536,,34-H9,,34,34-H9,Center Joint Unified School District,02  115536,,"$20,000.00",0,0,12/13/2016 Intake Review by SI/SSS.,02,Center High School (center Joint Unified School District),73973-28,0,3111 Center Court Ln.,Center High School (center Joint Unified School District),Additions to 1-Cellular/Light Pole,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=115536
0,3111 Center Court Lane,,,,,120873,,2/5/2025,,Antelope,"1/19/2023 Incomplete Notice resolved PSS/EE.
1/17/2023 Issue Incomplete Notice PSS/EE.
received payment of $250.00 (partial payment?)
Remainder of fees owed paid online 1/3/2023 (KW).",0,,,$0.00,"$78,971.08",,,,"$100,000.00",34-H9,,,,,,02,73973-52,Class 3,Center High School (center Joint Unified School District),Additions to 1-Cellular Pole/Tower,School (K-12),,1/3/2023,,,,NA,,,95843,$0.00,$0.00,,,,120873,,34-H9,1/19/2023,34,34-H9,Center Joint Unified School District,02  120873,,$0.00,0,0,"1/19/2023 Incomplete Notice resolved PSS/EE.
1/17/2023 Issue Incomplete Notice PSS/EE.
received payment of $250.00 (partial payment?)
Remainder of fees owed paid online 1/3/2023 (KW).",02,Center High School (center Joint Unified School District),73973-52,0,3111 Center Court Lane,Center High School (center Joint Unified School District),Additions to 1-Cellular Pole/Tower,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120873
0,3111 Center Court Ln.,,,,,120264,,8/23/2022,,Antelope,6/10/22 $759.00 check received -JB,0,11/8/2023 7:43:20 AM,,$0.00,"$61,000.00",,,,"$60,000.00",34-H9,,,,,,02,73973-51,Class 3,Center High School (center Joint Usd),Alterations to 1-Existing Stadium Light/Communications pole,School (K-12),,6/22/2022,,,,NA,,,95843,$0.00,$0.00,,,,120264,,34-H9,,34,34-H9,Center Joint Unified School District,02  120264,,"$61,000.00",0,0,6/10/22 $759.00 check received -JB,02,Center High School (center Joint Usd),73973-51,0,3111 Center Court Ln.,Center High School (center Joint Usd),Alterations to 1-Existing Stadium Light/Communications pole,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120264
0,3111 Center Court Lane,,,,,111423,,6/23/2010,,Antelope,"No others Fee due Invoice #02-5533 for 1,244.59 paid on 7-27-12 (ch)",0,,,$0.00,"$522,296.89",,,,"$200,000.00",34,,,,,,02,73973-21,N/A,Center High School (center Unified School District),Alterations to 1-Baseball Field Improvements,Access Compliance Only - NOT K-14,,5/25/2010,,,,NA,,,95843,$0.00,$0.00,,,,111423,,34-H9,,34,34-H9,Center Joint Unified School District,02  111423,,"$522,296.89",0,0,"No others Fee due Invoice #02-5533 for 1,244.59 paid on 7-27-12 (ch)",02,Center High School (center Unified School District),73973-21,0,3111 Center Court Lane,Center High School (center Unified School District),Alterations to 1-Baseball Field Improvements,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111423
0,3111 Center Court Lane,,,,,111553,,10/6/2010,,Antelope,"***Invoice #5150 for $329.03 paid on 12/23/2011 (aom)***
Incomplete Notice issued 08/06/2010 - TP.",0,1/31/2012 4:39:08 PM,,$0.00,"$97,003.00",,,,"$50,000.00",34-H9,,,,,,02,73973-22 .,Class 3,Center High School (center Unified School District),Alterations to 1-Monopole / Light Pole,School (K-12),,7/28/2010,,,,NA,,,95843,$0.00,$0.00,,,,111553,,34-H9,8/18/2010,34,34-H9,Center Joint Unified School District,02  111553,,"$97,003.00",0,0,"***Invoice #5150 for $329.03 paid on 12/23/2011 (aom)***
Incomplete Notice issued 08/06/2010 - TP.",02,Center High School (center Unified School District),73973-22 .,0,3111 Center Court Lane,Center High School (center Unified School District),Alterations to 1-Monopole / Light Pole,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111553
0,8408 Watt Avenue,,,,,112120,,10/19/2011,,Antelope,"**Invoice #5750 for $226.02 paid on 2/7/13(ch)**

**Received PTN from N. Cruz on 08/25/2011 (aom)****Follow up email to R. Sambucetti. Auto reply received stating he will be out of office until 08/30/2011. 08/25/2011(aom) ****Emailed R. Sambucetti on 08/19/2011 requesting PTN and signature on #19 for Noel Cruz. 08/19/2011 (aom)**",0,2/8/2013 4:55:47 PM,,$0.00,"$68,000.00",,,,"$37,000.00",34-H9,,,,,,02,73973-22,Class 3,Center High School (center Unified School District),Additions to 1-Monopole,School (K-12),,8/19/2011,,,,NA,,,95843,$0.00,$0.00,,,,112120,,34-H9,8/25/2011,34,34-H9,Center Joint Unified School District,02  112120,,"$68,000.00",0,0,"**Invoice #5750 for $226.02 paid on 2/7/13(ch)**

**Received PTN from N. Cruz on 08/25/2011 (aom)****Follow up email to R. Sambucetti. Auto reply received stating he will be out of office until 08/30/2011. 08/25/2011(aom) ****Emailed R. Sambucetti on 08/19/2011 requesting PTN and signature on #19 for Noel Cruz. 08/19/2011 (aom)**",02,Center High School (center Unified School District),73973-22,0,8408 Watt Avenue,Center High School (center Unified School District),Additions to 1-Monopole,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112120
0,8306 Watt Ave.,,,,,113768,,,,Antelope,,0,,,$0.00,$0.00,,,,"$30,000.00",34-H9,,,,,,02,73973-27,Class 3,Center High School (center Unified School District),Additions to 1-Light Pole/Cellular Pole,School (K-12),,6/23/2014,,,,NA,,,95843,$0.00,$0.00,,,,113768,,34-H9,,34,34-H9,Center Joint Unified School District,02  113768,,$0.00,0,0,,02,Center High School (center Unified School District),73973-27,0,8306 Watt Ave.,Center High School (center Unified School District),Additions to 1-Light Pole/Cellular Pole,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113768
0,3111 Center Court Lane,,,,,102563,,5/25/2001,,Antelope,Entire scope constructed  GF  12/4/2001  CLOSED #3 Re-open fee PAID on 4/19/05. DB,,11/18/2005,,"$3,837.56","$102,525.00",,,,"$68,000.00",34-H9,,,,,,02,,Class 1,Center High School (center Usd),CONSTRUCTION OF LIGHT /  ANTENNA POLE,School (K-12),,8/24/2000,,,,NA,,,95843,,,,,,102563,,34-H9,,34,34-H9,Center Joint Unified School District,02  102563,,"$106,362.56",,,Entire scope constructed  GF  12/4/2001  CLOSED #3 Re-open fee PAID on 4/19/05. DB,02,Center High School (center Usd),,,3111 Center Court Lane,Center High School (center Usd),CONSTRUCTION OF LIGHT /  ANTENNA POLE,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102563
0,3111 Center Court Lane,,,,,102722,,5/25/2001,,Antelope,**Invoice #5120 for $87.32 paid on 09/07/2011 (aom)**Entire scope constructed  GF 12/4/2001,0,9/7/2011 2:07:49 PM,,$0.00,"$95,000.00",,,,"$85,000.00",34-H9,,,,,,02,na,Class 1,Center High School (center Usd),Additions to 1-ANTENNA POLE,School (K-12),,10/23/2000,,,,NA,,,95843,,,,,,102722,,34-H9,,34,34-H9,Center Joint Unified School District,02  102722,,"$95,000.00",0,0,**Invoice #5120 for $87.32 paid on 09/07/2011 (aom)**Entire scope constructed  GF 12/4/2001,02,Center High School (center Usd),na,0,3111 Center Court Lane,Center High School (center Usd),Additions to 1-ANTENNA POLE,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102722
0,3243 Center Court Lane,,,,,100597,,7/17/1998,,Antelope,"**Re-exam Fee paid at HQ 9/9/15(ch)**
Entire scope constructed   GF 12/28/2000
Closed 3",0,6/9/2016 2:13:34 PM,,$0.00,"$19,605.00",,,,"$32,000.00",34-H9,,,,,,02,N/A,Class 1,Center Jr. High School,ALTS. TO CLSRM. BLDG. (RELOCATION),School (K-12),,7/13/1998,,,,NA,,,95843,$0.00,$0.00,,,,100597,,34-H9,,34,34-H9,Center Joint Unified School District,02  100597,,"$19,605.00",0,0,"**Re-exam Fee paid at HQ 9/9/15(ch)**
Entire scope constructed   GF 12/28/2000
Closed 3",02,Center Jr. High School,N/A,0,3243 Center Court Lane,Center Jr. High School,ALTS. TO CLSRM. BLDG. (RELOCATION),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100597
0,3243 Center Court Lane,,,,,100123,,1/27/1998,,Antelope,4 yr rule,,7/28/2003,,$0.00,$0.00,,,,"$15,000.00",34-H9,,,,,,02,,Class 1,Center Jr. High School,ALTERATIONS TO CLSRM. BLDG. (RELOCATION),School (K-12),,1/14/1998,,,,NA,,,95843,,,,,,100123,,34-H9,,34,34-H9,Center Joint Unified School District,02  100123,,$0.00,,,4 yr rule,02,Center Jr. High School,,,3243 Center Court Lane,Center Jr. High School,ALTERATIONS TO CLSRM. BLDG. (RELOCATION),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100123
0,8725 Watt Ave,,,,,108208,,3/6/2007,,Antelope,***(1)Year extension approved by Dan Levernier on 2/26/08 to expire on 2/26/09 (sg).,,,,$0.00,$0.00,,,,"$1,508,602.00",34-H9,,,,,,02,73973-10,Class 3,Mcclellan H.s. (center Unified Sd),"Alteration to Admin./CR Bldg, 2 C.R. Bldgs , M.P. Bldg, Toilet Bldg",School (K-12),,6/16/2006,,,,NA,,,95843,,,,,,108208,2/26/2008,34-H9,,34,34-H9,Center Joint Unified School District,02  108208,,$0.00,,,***(1)Year extension approved by Dan Levernier on 2/26/08 to expire on 2/26/09 (sg).,02,Mcclellan H.s. (center Unified Sd),73973-10,,8725 Watt Ave,Mcclellan H.s. (center Unified Sd),"Alteration to Admin./CR Bldg, 2 C.R. Bldgs , M.P. Bldg, Toilet Bldg",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108208
0,Pfe Road & Walerga Road,,,,,102503,,4/5/2001,,Roseville,Adjusted est cost per reviesed application and fee. DBFinal recommendation completed and entire scope constructed GF 6/27/2006....CLOSED WITH CERTIFICATION #1 5/11/07 (NED),,5/11/2007,,"$4,219,186.00","$25,566,603.00",,,,"$13,600,000.00",(31) 34-H9,,,,,PENDING,02,N/A,N/A,Wilson C Riles Junior High School (center Usd),"Construction of 37 CLASSROOM BLDGS. (RELOCATABLE), 2 TOILET BLDGS. (RELOCATABLE),  ADMIN/KITCHEN BLDG. A, CLASSROOM BLDG.B,  CLASSROOM/LOCKER BLDG C,  GYMNASIUM/MULTIPURPOSE BLDG. D",School (K-12),,8/8/2000,,,,NA,,,95843,"$24,800,000.00",,8/4/2004,,,102503,,34-H9,,34,34-H9,Center Joint Unified School District,02  102503,,"$29,785,789.00",,,Adjusted est cost per reviesed application and fee. DBFinal recommendation completed and entire scope constructed GF 6/27/2006....CLOSED WITH CERTIFICATION #1 5/11/07 (NED),02,Wilson C Riles Junior High School (center Usd),N/A,,Pfe Road & Walerga Road,Wilson C Riles Junior High School (center Usd),"Construction of 37 CLASSROOM BLDGS. (RELOCATABLE), 2 TOILET BLDGS. (RELOCATABLE),  ADMIN/KITCHEN BLDG. A, CLASSROOM BLDG.B,  CLASSROOM/LOCKER BLDG C,  GYMNASIUM/MULTIPURPOSE BLDG. D",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102503
0,3243 Center Court Lane,,,,,114178,,3/17/2015,,Antelope,,0,2/29/2016 9:25:55 AM,,"$59,330.53","$59,330.53",,,,"$47,500.00",34-10,,,,,,02,73973-26,Class 4,Antelope View Charter School (center Joint Unified School District),Relocation of 1-Classroom Building  (Relocatable),School (K-12),,3/12/2015,,,,NA,,,95843,$0.00,$0.00,,,,114178,,34-10,,34,34-10,Center Joint Unified School District,02  114178,,"$118,661.06",0,0,,02,Antelope View Charter School (center Joint Unified School District),73973-26,0,3243 Center Court Lane,Antelope View Charter School (center Joint Unified School District),Relocation of 1-Classroom Building  (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114178
0,3111 Center Ct Lane,,,,,108911,,5/15/2007,,Antelope,Change in Scope:  added one (2-steps) site stairway and handrails due to elevation problem/LJ,,,,"$14,181.95","$970,373.00",,,,"$950,000.00",34,,,,,,02,73973-16,N/A,"Center Ct, Lane Project (center Unified Sd)",,Access Compliance Only - NOT K-14,,5/15/2007,,,,NA,,,95843,,,,,,108911,,34-10,,34,34-10,Center Joint Unified School District,02  108911,,$0.00,,,Change in Scope:  added one (2-steps) site stairway and handrails due to elevation problem/LJ,02,"Center Ct, Lane Project (center Unified Sd)",73973-16,,3111 Center Ct Lane,"Center Ct, Lane Project (center Unified Sd)",,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108911
0,3401 Scotland Dr,,,,,108180,,7/19/2006,,Antelope,Invoice #4226 for $797.92 paid 6/1/09 (KU),,6/11/2009,,"$24,153.00","$264,504.00",,,,"$200,000.00",34-10,,,,,,02,73973-14,Class 4,Cyril Spenelli E.s. (center Unified Sd),Construction of 1 - Relocatable Toilet Bldg Relocation of 1 - Relocatable C.R. Bldg/s,School (K-12),,6/16/2006,,,,NA,,,95843,,,,,,108180,,34-10,,34,34-10,Center Joint Unified School District,02  108180,,"$288,657.00",,,Invoice #4226 for $797.92 paid 6/1/09 (KU),02,Cyril Spenelli E.s. (center Unified Sd),73973-14,,3401 Scotland Dr,Cyril Spenelli E.s. (center Unified Sd),Construction of 1 - Relocatable Toilet Bldg Relocation of 1 - Relocatable C.R. Bldg/s,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108180
0,8000 Aztec Way,,,,,100466,,6/10/1998,,Antelope,"**Re-exam Fee paid at HQ (/9/15(ch)**
Entire scope constructed  GF  12/28/2000
No further fee required   Gf   12/28/2000",0,6/7/2016 9:03:38 AM,,$0.00,"$117,633.00",,,,"$120,000.00",34-10,,,,,,02,N/A,Class 1,Dudley (arthur) Elementary School,ALTS. TO SIX CLSRM. BLDGS. (RELOCATION),School (K-12),,6/3/1998,,,,NA,,,95843,$0.00,$0.00,,,,100466,,34-10,,34,34-10,Center Joint Unified School District,02  100466,,"$117,633.00",0,0,"**Re-exam Fee paid at HQ (/9/15(ch)**
Entire scope constructed  GF  12/28/2000
No further fee required   Gf   12/28/2000",02,Dudley (arthur) Elementary School,N/A,0,8000 Aztec Way,Dudley (arthur) Elementary School,ALTS. TO SIX CLSRM. BLDGS. (RELOCATION),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100466
0,800 Aztec Way,,,,,108207,,2/27/2007,,Antelope,(1)Year extension approved by Dan Leverniner on 2/26/08 to expire on 2/26/09 (sg).,,7/8/2009,,"$12,681.00","$2,612,372.00",,,,"$2,493,029.00",34-10,,,,,,02,73973-8,Class 3,Dudley E.s.  (center Unified Sd),"Alteration to Admin. Bldg(G), M.P. Bldg(H), 5 C.R. Bldg/s(A, B, C, D, E), staff loung bldg.(J), Library Bldg(F), and upgrade fire alarm system of buildings A, B, C, D, E, F, G, H, J, A1, C1, O, T3, T4, T5, M, and N",School (K-12),,6/16/2006,,,,NA,,,95843,,,,,,108207,2/26/2008,34-10,,34,34-10,Center Joint Unified School District,02  108207,,"$2,625,053.00",,,(1)Year extension approved by Dan Leverniner on 2/26/08 to expire on 2/26/09 (sg).,02,Dudley E.s.  (center Unified Sd),73973-8,,800 Aztec Way,Dudley E.s.  (center Unified Sd),"Alteration to Admin. Bldg(G), M.P. Bldg(H), 5 C.R. Bldg/s(A, B, C, D, E), staff loung bldg.(J), Library Bldg(F), and upgrade fire alarm system of buildings A, B, C, D, E, F, G, H, J, A1, C1, O, T3, T4, T5, M, and N",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108207
0,8000 Aztec Way,,,,,108871,,4/30/2007,,Antelope,change in scope:  the school will only have one (of two) shade structures completed/LJ,,3/17/2008,,"($8,140.00)","$17,555.00",,,,"$20,000.00",34-10,,,,,,02,73973-15,Class 4 & RBIP,Dudley E.s. (center Unified Sd),Construction of 1-Shade Structure,School (K-12),,4/30/2007,,,,NA,,,95843,,,,,,108871,,34-10,,34,34-10,Center Joint Unified School District,02  108871,,"$9,415.00",,,change in scope:  the school will only have one (of two) shade structures completed/LJ,02,Dudley E.s. (center Unified Sd),73973-15,,8000 Aztec Way,Dudley E.s. (center Unified Sd),Construction of 1-Shade Structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108871
0,8000 Aztec Wy,,,,,105575,,9/8/2003,,Antelope,final recommendation GF 1/7/2004 CLOSED #1,,6/7/2004,,$0.00,"$76,332.00",,,,"$15,000.00",34-10,,,,,,02,73973-4,Class 4,Dudley Elem (center Usd),Alteration to 4 C.R. Bldg/s,School (K-12),,7/22/2003,,,,NA,,,95843,,,,,,105575,,34-10,,34,34-10,Center Joint Unified School District,02  105575,,"$76,332.00",,,final recommendation GF 1/7/2004 CLOSED #1,02,Dudley Elem (center Usd),73973-4,,8000 Aztec Wy,Dudley Elem (center Usd),Alteration to 4 C.R. Bldg/s,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=105575
0,8000 Aztec Way,,,,,101038,,,,Antelope,FLS AND ACS CHECK ONLY,,11/21/2001,,$322.00,"$1,725,570.00",,,,"$40,000.00",34-10,,,,,,02,,Class 1,Dudley Elementary School,ALTERATIONS TO 2 CLASSROOM BUILDINGS,School (K-12),,2/25/1999,,,,NA,,,95843,,,,,,101038,,34-10,,34,34-10,Center Joint Unified School District,02  101038,,$0.00,,,FLS AND ACS CHECK ONLY,02,Dudley Elementary School,,,8000 Aztec Way,Dudley Elementary School,ALTERATIONS TO 2 CLASSROOM BUILDINGS,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101038
0,3901 Little Rock Drive,,,,,100441,,6/10/1998,,Antelope,"**Re-exam Fee paid at HQ9/9/15(ch)**
Entire scope constructed  GF  12/28/2000
No further fee required   GF  12/28/2000",0,6/13/2016 2:33:51 PM,,$0.00,"$117,633.00",,,,"$120,000.00",34-10,,,,,,02,N/A,Class 1,North Country Elementary School,ALTS. TO SIX CLSRM. BLDGS. (RELOCATION),School (K-12),,5/27/1998,,,,NA,,,95843,$0.00,$0.00,,,,100441,,34-10,,34,34-10,Center Joint Unified School District,02  100441,,"$117,633.00",0,0,"**Re-exam Fee paid at HQ9/9/15(ch)**
Entire scope constructed  GF  12/28/2000
No further fee required   GF  12/28/2000",02,North Country Elementary School,N/A,0,3901 Little Rock Drive,North Country Elementary School,ALTS. TO SIX CLSRM. BLDGS. (RELOCATION),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100441
0,3901 Little Rock Drive,,,,,120908,,2/7/2023,,Antelope,SPOTC Request,0,5/7/2025 8:16:19 AM,,"$3,621,619.12","$2,567,770.00",,,,"$2,734,230.00",34-10,,,,,,02,73973-54,Class 3,North Country Elementary School (center Joint Unified School District),"Alterations to 21-Buildings/Modernization & Fire Alarm upgrade, 1-Site Improvement",School (K-12),,1/10/2023,,,,NA,,,95843,"$3,800,000.00",$0.00,1/19/2023,,,120908,,34-10,,34,34-10,Center Joint Unified School District,02  120908,,"$6,189,389.12",0,0,SPOTC Request,02,North Country Elementary School (center Joint Unified School District),73973-54,0,3901 Little Rock Drive,North Country Elementary School (center Joint Unified School District),"Alterations to 21-Buildings/Modernization & Fire Alarm upgrade, 1-Site Improvement",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120908
